health_expenditures,treatment_locality,age_hh,educ_hh,dirtfloor,bathroom,hospital_distance
23.91579247,Yes,42,6,1,0,151.1757854
26.35884666,Yes,51,3,1,1,151.1757854
21.42650223,Yes,31,9,1,1,151.1757854
21.32794189,Yes,60,0,1,1,45.03346465
15.11979103,Yes,39,6,1,0,45.03346465
10.48441505,Yes,51,4,1,1,45.03346465
37.92766571,Yes,71,0,0,0,45.03346465
12.47555542,Yes,28,6,1,1,48.74624323
25.69141197,Yes,69,0,1,0,48.74624323
12.57053185,Yes,50,3,0,1,48.74624323
10.8991003,Yes,29,5,1,1,48.74624323
45.71720505,Yes,67,0,1,1,48.74624323
17.48365402,No,78,0,0,1,46.01824301
13.69692707,No,49,6,0,1,46.01824301
10.82149982,No,58,6,0,1,46.01824301
40.89862061,No,76,0,1,0,46.01824301
22.53934479,No,33,4,1,0,46.01824301
10.51198673,No,41,6,0,1,46.01824301
14.42714405,No,59,1,0,0,46.01824301
17.31920052,No,48,3,0,1,46.01824301
19.97192001,Yes,86,0,0,0,46.56752014
17.73551941,Yes,56,3,1,1,46.56752014
17.06903648,Yes,25,5,0,1,46.56752014
28.49297333,Yes,22,6,1,1,46.56752014
31.65520096,Yes,58,2,0,0,46.56752014
16.9993,Yes,48,0,0,1,46.56752014
28.14577675,Yes,65,0,1,0,46.56752014
28.87417793,Yes,46,6,0,0,46.56752014
63.29189301,Yes,27,2,0,0,46.56752014
20.24827576,Yes,43,2,0,0,46.56752014
82.73531342,Yes,44,6,0,1,46.56752014
12.16736507,No,47,2,1,1,43.88550107
16.79727745,No,30,6,0,0,43.88550107
15.35652351,No,41,6,0,0,43.88550107
24.78596878,No,52,1,0,0,43.88550107
14.83773327,No,71,6,1,0,43.88550107
19.39473724,No,39,9,0,1,43.88550107
13.50766182,No,36,3,1,1,43.88550107
14.34926701,No,31,3,0,1,43.88550107
22.4103241,No,33,6,0,1,43.88550107
22.69703674,No,22,3,0,1,43.88550107
21.39472198,No,30,3,0,1,43.88550107
10.81147099,No,24,2,0,0,43.88550107
18.44208336,No,70,2,0,1,43.88550107
14.75050831,No,73,0,0,1,43.88550107
9.179774284,No,47,2.839874744,0,0,43.88550107
15.44647121,Yes,28,6,0,0,52.63200016
12.46801281,Yes,52,3,0,1,52.63200016
19.88588715,Yes,75,3,0,0,52.63200016
10.95107079,Yes,69,0,0,1,52.63200016
17.56966019,Yes,30,6,0,1,52.63200016
41.84695435,Yes,61,0,1,1,52.63200016
12.59983444,Yes,64,2,0,0,52.63200016
19.51356697,Yes,47,3,0,0,52.63200016
18.13832283,No,57,6,1,1,131.3459617
18.20063972,No,67,0,1,1,131.3459617
11.21189117,No,65,0,0,1,131.3459617
25.16263199,No,77,2,1,1,131.3459617
20.71980667,No,41,6,1,1,131.3459617
10.84744549,No,78,0,1,1,131.3459617
40.50439453,No,82,0,1,1,131.3459617
16.32471848,No,63,0,1,0,131.3459617
8.694757462,Yes,71,0,0,1,77.08266549
12.47882462,Yes,32,3,0,0,77.08266549
13.62578011,Yes,66,0,1,1,77.08266549
28.48019981,Yes,29,2,1,0,65.82301347
32.51948547,Yes,43,0,1,1,65.82301347
31.05773544,No,67,2,0,1,74.54013877
13.33778667,No,31,9,0,1,74.54013877
12.45847797,No,58,5,0,1,74.54013877
27.71657372,No,72,1,1,0,74.54013877
27.05512619,No,56,0,0,1,74.54013877
9.086084366,No,69,5,1,1,74.54013877
16.6614151,No,34,9,0,1,74.54013877
20.17388916,No,36,16,0,1,74.54013877
30.14536476,No,31,9,0,1,68.06348349
16.63420296,No,84,0,0,1,68.06348349
16.91664886,No,46,2,0,1,68.06348349
12.62403393,No,53,4,1,1,68.06348349
51.21837997,No,78,4,0,1,68.06348349
40.24560928,No,63,3,0,1,68.06348349
22.7062645,No,50,3,1,1,68.06348349
23.04945755,No,51,0,0,1,68.06348349
25.20824242,No,68,0,0,1,68.06348349
29.88098907,No,81,9,1,1,68.06348349
32.25539017,No,78,2,0,1,68.06348349
44.41860199,No,51,6,0,1,68.06348349
12.60057354,No,42,2,0,1,68.06348349
11.97039509,No,77,3,0,1,68.06348349
20.67428017,No,27,9,0,1,68.06348349
27.63199425,No,44,2,0,1,68.06348349
13.86234379,No,75,0,1,1,68.06348349
24.68226051,No,44,2,0,1,68.06348349
16.15721512,No,40,5,0,1,68.06348349
11.64635277,No,77,1,0,1,68.06348349
23.28202057,No,58,3,0,1,68.06348349
14.9615593,No,71,5,0,1,68.06348349
16.8192997,No,36,8,0,1,68.06348349
18.83787727,No,45,3,0,1,68.06348349
21.40913773,Yes,65,2,0,1,125.0247497
12.05519295,Yes,40,5,1,1,125.0247497
15.94434547,Yes,62,2,1,0,125.0247497
28.81495667,Yes,79,0,1,1,125.0247497
11.1189518,Yes,45,4,1,0,125.0247497
9.474463463,Yes,38,6,0,0,125.0247497
18.26140594,Yes,30,10,0,1,125.0247497
22.15710258,Yes,56,6,0,1,125.0247497
16.53213692,Yes,36,12,0,1,125.0247497
11.79968071,Yes,66,3,0,0,128.730203
16.28837967,Yes,74,3,0,0,128.730203
18.88127518,Yes,58,2,1,0,128.730203
19.73846245,Yes,25,6,0,1,50.35157731
18.25170326,Yes,38,4,0,1,50.35157731
11.45577335,Yes,48,0,1,1,50.35157731
23.30551338,Yes,73,0,0,1,50.35157731
28.50118828,Yes,30,6,0,1,50.35157731
28.69051743,Yes,64,1,0,1,50.35157731
17.11258507,Yes,41,1,0,1,50.35157731
16.50109291,Yes,65,1,0,1,50.35157731
20.38437462,Yes,59,7,0,1,50.35157731
22.67448616,Yes,63,0,0,1,50.35157731
12.36178207,Yes,44,1,0,1,50.35157731
24.46222878,Yes,66,0,1,1,50.35157731
30.93958282,Yes,48,6,1,1,50.35157731
10.37619686,Yes,32,9,0,0,50.35157731
9.381690979,Yes,60,2,1,1,50.35157731
10.14899921,Yes,48,3,0,1,50.35157731
11.09982491,Yes,36,3,0,1,50.35157731
10.17280579,No,79,0,1,1,34.32991623
9.586244583,No,75,0,0,1,34.32991623
8.386826515,No,69,0,0,0,34.32991623
33.61340714,No,29,4,0,1,34.32991623
8.873600006,No,40,6,0,1,34.32991623
19.54064751,No,45,6,0,1,34.32991623
34.22983932,No,22,6,1,1,34.32991623
17.17483521,No,55,2,0,1,34.32991623
42.22940445,No,66,0,0,1,34.32991623
15.09782219,No,24,6,1,1,34.32991623
11.67503262,No,27,6,1,1,34.32991623
80.42996979,No,24,5,0,1,34.32991623
21.80040359,No,35,6,1,1,34.32991623
19.06795502,No,41,4,0,1,34.32991623
15.20075226,No,75,1,1,1,34.32991623
17.07995605,No,71,2,0,1,34.32991623
27.18884087,No,39,3,1,1,34.32991623
13.17051029,No,24,2,1,0,34.32991623
27.23391342,No,23,6,1,1,34.32991623
21.47059059,No,58,0,1,1,34.32991623
14.16539574,No,58,0,1,1,34.32991623
24.8313694,No,49,0,1,1,34.32991623
27.00857353,No,61,0,0,1,34.32991623
27.59958076,Yes,61,2,1,0,112.9272507
17.21918297,Yes,64,0,1,0,112.9272507
28.20653534,Yes,71,0,1,1,112.9272507
33.02087021,Yes,67,0,1,0,112.9272507
16.25888443,Yes,63,0,1,0,112.9272507
21.92247772,Yes,30,2,1,0,112.9272507
34.72415161,Yes,27,9,1,1,112.9272507
16.57101631,Yes,59,1,0,0,112.9272507
46.96734619,Yes,41,2,1,0,112.9272507
17.95295143,Yes,36,3,1,1,112.9272507
14.01346397,Yes,45,2,1,0,112.9272507
31.66636658,Yes,70,3,0,1,112.9272507
14.14922523,Yes,24,6,1,1,119.4435618
17.23458481,Yes,77,5,0,1,119.4435618
27.14742088,Yes,56,2,1,0,119.4435618
12.44708443,Yes,57,2,0,1,119.4435618
27.53783226,Yes,74,3,0,1,119.4435618
17.12085915,No,54,0,0,0,121.7980976
13.41411209,No,60,2,1,0,121.7980976
75.90090942,No,73,0,1,0,121.7980976
23.32390785,No,51,4,1,0,121.7980976
14.45969486,No,67,0,1,0,121.7980976
23.43868637,No,24,4,1,0,121.7980976
21.88667679,No,64,0,1,1,121.7980976
11.679842,No,48,2,1,1,121.7980976
14.51529789,No,45,2,0,1,121.7980976
22.66530037,No,45,0,0,1,121.7980976
18.12849426,No,26,0,1,0,121.7980976
9.139558792,No,40,6,0,1,149.6350672
12.75242329,No,45,6,1,1,149.6350672
16.40040588,No,63,0,1,1,149.6350672
22.46897507,No,57,0,1,1,149.6350672
20.14593124,No,58,0,1,1,149.6350672
25.74675751,No,33,6,0,1,149.6350672
10.22248173,No,56,3,1,1,149.6350672
27.61260033,No,80,1,0,1,149.6350672
27.43724823,No,19,9,0,1,149.6350672
32.90790939,No,24,9,0,1,149.6350672
14.27933979,No,55,2,0,1,149.6350672
14.9339323,No,44,6,0,1,149.6350672
8.741624832,No,76,0,0,1,149.6350672
13.64942932,No,24,6,1,1,149.6350672
9.861474037,No,54,2,1,0,149.6350672
13.57299423,No,53,0,1,0,149.6350672
12.71562099,No,18,2,1,1,149.6350672
44.38642883,No,60,0,1,1,149.6350672
18.15793037,No,59,0,0,1,149.6350672
14.27194405,No,39,6,1,1,149.6350672
14.72929096,No,64,0,1,1,149.6350672
18.35698891,No,81,0,1,1,149.6350672
16.4068222,No,61,3,0,1,149.6350672
19.7090168,No,59,0,0,1,149.6350672
12.30686283,No,43,6,0,1,149.6350672
18.53061104,No,43,8,0,1,149.6350672
11.73593903,No,51,0,1,1,149.6350672
19.1826973,No,41,5,1,1,149.6350672
11.91149521,No,25,9,0,1,149.6350672
18.86743736,No,55,2,0,1,149.6350672
19.40826797,No,25,9,0,1,149.6350672
24.52944183,No,60,3,0,1,149.6350672
22.52146721,No,34,0,0,1,149.6350672
10.26259232,No,48,0,0,1,149.6350672
26.4746685,No,39,1,0,0,149.6350672
15.52135086,No,60,0,0,1,149.6350672
21.93546295,No,76,2,1,1,149.6350672
12.46646881,No,62,2,1,1,149.6350672
11.99004078,No,62,0,1,1,149.6350672
10.03337765,No,55,0,0,1,149.6350672
12.14051914,No,46,0,1,1,149.6350672
13.26786995,No,19,9,1,1,149.6350672
14.71606541,No,50,3,0,0,149.6350672
11.31371117,No,48,0,1,1,149.6350672
27.08520317,No,39,15,0,1,149.6350672
15.0452919,No,29,5,1,1,149.6350672
31.05368805,No,56,0,1,0,149.6350672
24.64441299,No,56,0,1,1,149.6350672
19.99622154,No,43,6,0,1,149.6350672
54.61014938,No,60,0,1,1,149.6350672
27.9504528,No,51,1,1,1,149.6350672
8.966840744,Yes,60,0,1,0,117.7705257
11.9528532,Yes,71,5,0,1,85.30027246
29.94237518,Yes,76,3,0,1,85.30027246
11.18198109,Yes,35,16,0,0,85.30027246
20.96826935,Yes,75,0,1,0,85.30027246
9.082611084,Yes,62,3,0,1,85.30027246
14.46269989,Yes,43,6,0,1,85.30027246
9.026867867,Yes,71,4,1,1,85.30027246
15.08669472,Yes,40,0,1,0,92.96151585
13.67802429,Yes,71,0,0,0,92.96151585
25.27604103,Yes,58,2,0,1,92.96151585
28.94659805,Yes,73,0,1,0,92.96151585
32.73940659,Yes,66,0,1,1,92.96151585
24.29404831,Yes,47,3,1,0,92.96151585
11.91403198,Yes,61,3,0,1,92.96151585
8.384665489,Yes,62,0,0,0,92.96151585
9.351272583,Yes,75,1,0,1,92.96151585
16.74413681,Yes,64,0,0,1,92.96151585
23.95225334,Yes,76,0,1,1,92.96151585
15.51318264,No,54,0,1,0,92.55733265
29.21111488,No,60,0,1,0,92.55733265
33.6319809,No,45,0,1,1,92.55733265
10.77619076,No,64,0,0,0,92.55733265
16.27226448,No,62,0,1,0,92.55733265
13.69029045,No,49,0,0,1,92.55733265
20.50901985,No,58,3,1,0,92.55733265
16.49314117,No,65,2,0,0,92.55733265
16.44783592,No,42,6,0,1,92.55733265
16.59264946,No,56,0,1,0,92.55733265
19.89935112,No,61,2,1,0,92.55733265
25.01621437,No,43,1,1,0,92.55733265
10.59653473,No,68,2,1,1,92.55733265
17.96084023,No,76,0,1,1,92.55733265
11.55428505,No,64,0,0,1,92.55733265
16.3454113,No,48,0,1,1,92.55733265
10.82194519,No,48,1,1,1,92.55733265
9.356253624,No,78,3,0,1,92.55733265
11.93288136,No,53,2,1,1,92.55733265
16.38792992,No,72,0,0,0,92.55733265
14.89450645,No,47,2,1,0,92.55733265
29.7840004,No,56,0,0,1,92.55733265
20.15454483,No,26,9,1,0,92.55733265
15.27768612,No,43,16,0,1,92.55733265
9.044713974,No,52,3,0,1,92.55733265
19.82663918,No,63,1,1,0,92.55733265
12.81263351,No,48,1,0,1,92.55733265
11.07675648,No,66,0,1,0,92.55733265
16.21991539,No,81,0,1,0,95.00202239
14.4122448,No,67,0,0,1,95.00202239
15.46409607,No,83,1,1,0,95.00202239
25.91933632,No,43,6,1,1,95.00202239
46.26250839,No,54,1,0,1,95.00202239
14.31583309,No,83,0,1,0,95.00202239
21.33092499,No,33,2,1,0,95.00202239
15.30994892,No,56,1,1,0,95.00202239
14.98619938,No,24,6,1,0,95.00202239
14.04970169,No,51,2,0,0,95.00202239
9.959143639,No,45,3,0,1,95.00202239
23.96670914,No,31,6,0,1,95.00202239
14.03142834,No,68,0,0,0,95.00202239
18.14151573,No,60,0,0,0,95.00202239
16.19723892,No,43,3,0,0,95.00202239
29.19256973,No,42,1,0,1,95.00202239
16.29613113,No,74,0,0,1,95.00202239
23.74731827,No,65,0,1,1,95.00202239
11.54741478,No,63,3,0,0,95.00202239
17.04156113,No,82,0,0,1,95.00202239
27.39499855,No,57,4,1,0,95.00202239
17.69091225,No,41,6,0,1,95.00202239
14.19727898,No,37,9,0,0,95.00202239
13.85275745,No,36,4,1,0,95.00202239
16.06225777,No,24,8,1,0,95.00202239
16.96649742,No,66,3,0,1,95.00202239
27.27483749,No,43,2,0,0,78.51112809
16.14865685,No,23,3,0,0,78.51112809
28.463377,No,58,1,1,1,78.51112809
26.03038788,No,39,2,0,1,78.51112809
36.81398392,No,78,0,1,1,78.51112809
14.90232754,No,78,1,0,0,78.51112809
26.32928658,No,48,3,0,1,78.51112809
24.99250984,No,63,1,0,1,78.51112809
27.78665733,No,31,6,0,0,78.51112809
18.21760368,No,42,2,1,0,78.51112809
40.85813522,No,65,0,0,1,78.51112809
16.5674324,Yes,27,3,0,1,73.69986719
21.99719048,Yes,74,0,0,1,73.69986719
15.61932564,Yes,45,1,0,1,73.69986719
15.30565453,Yes,45,2,0,0,73.69986719
35.54967117,Yes,77,0,0,0,73.69986719
33.16304779,Yes,71,0,0,1,73.69986719
16.28149796,Yes,84,0,1,0,73.69986719
18.19788933,Yes,49,4,1,1,124.0098905
19.13245773,Yes,33,2,1,1,124.0098905
18.78100586,Yes,61,0,0,1,124.0098905
16.02189636,Yes,48,1,0,0,124.0098905
14.38974094,Yes,44,3,1,1,124.0098905
41.72778702,Yes,51,0,1,1,124.0098905
13.6933136,Yes,37,4,1,1,124.0098905
21.66188431,Yes,70,0,1,1,124.0098905
20.36548615,Yes,64,1,1,0,124.0098905
31.56640053,Yes,38,6,1,0,124.0098905
21.3652153,Yes,59,0,1,1,124.0098905
35.2996254,Yes,57,6,1,1,124.0098905
9.043888092,Yes,62,2,1,1,124.0098905
10.77300072,Yes,63,1,0,1,124.0098905
12.30927849,Yes,51,1,1,1,124.0098905
16.00044441,Yes,35,6,1,1,124.0098905
17.55084801,Yes,66,0,1,1,124.0098905
12.1741066,Yes,56,0,1,1,124.0098905
13.96784115,Yes,41,5,1,0,124.0098905
12.98124027,Yes,48,2,1,1,124.0098905
31.31574059,Yes,77,2,1,1,124.0098905
19.3222084,Yes,39,6,0,1,124.0098905
10.17286682,Yes,52,1,0,1,127.1147801
27.41863632,Yes,33,0,1,1,127.1147801
21.02078247,Yes,36,0,1,0,127.1147801
23.66475677,Yes,59,0,0,1,127.1147801
22.22401428,Yes,56,0,1,1,127.1147801
13.69312763,Yes,53,1,0,1,127.1147801
27.26820183,Yes,26,6,1,1,127.1147801
26.80262756,Yes,29,9,1,1,127.1147801
23.03033447,Yes,48,1,0,1,127.1147801
26.64256859,Yes,69,6,1,1,127.1147801
14.29544258,Yes,56,0,1,1,127.1147801
21.99367332,Yes,35,0,1,1,127.1147801
17.03283501,Yes,26,7,1,1,120.4058644
18.95300865,Yes,49,6,0,1,120.4058644
17.80847168,Yes,49,3,1,1,52.11114237
18.64536476,Yes,56,3,0,1,67.57285415
17.67176628,Yes,78,0,0,0,67.57285415
12.12514019,Yes,38,2,0,1,67.57285415
14.95467377,Yes,36,6,0,0,67.57285415
25.41868973,Yes,78,0,0,0,67.57285415
28.46014404,Yes,29,14,0,1,67.57285415
27.13043976,Yes,31,12,0,1,67.57285415
24.48747444,Yes,62,0,0,0,67.57285415
20.2401123,Yes,38,6,0,1,67.57285415
24.86693382,Yes,34,9,0,1,67.57285415
14.51806259,Yes,66,0,0,0,67.57285415
25.77271271,Yes,45,0,1,1,67.57285415
35.01953506,Yes,78,0,0,0,67.57285415
15.51996899,Yes,43,9,0,1,67.57285415
46.70531845,Yes,68,0,0,0,67.57285415
32.90849304,Yes,43,6,0,0,67.57285415
28.58908653,Yes,60,2,0,1,67.57285415
25.01873398,Yes,31,12,0,1,67.57285415
26.94387054,Yes,80,0,0,1,67.57285415
16.42164993,Yes,35,6,0,1,67.57285415
46.29389954,Yes,35,6,0,1,67.57285415
39.56108093,Yes,60,1,0,1,60.22839732
20.91791344,Yes,67,2,0,0,60.22839732
13.01066208,Yes,75,0,1,1,60.22839732
11.31986427,Yes,73,0,0,1,60.22839732
21.19839096,Yes,51,3,0,1,60.22839732
21.47670937,Yes,24,6,1,0,60.22839732
26.38215065,Yes,77,0,1,1,60.22839732
24.49897575,Yes,60,2,1,1,60.22839732
40.66405487,No,29,12,0,0,62.54823852
17.05647469,No,48,2,1,0,62.54823852
17.93908501,No,38,6,0,0,62.54823852
31.46959496,No,41,5,0,1,62.54823852
29.83040619,No,40,5,0,1,62.54823852
27.29363823,No,62,2,0,0,62.54823852
18.50152779,No,59,2,1,0,62.54823852
15.11487103,No,53,0,0,1,62.54823852
18.91141129,No,38,6,1,0,62.54823852
25.09958839,No,50,0,1,0,62.54823852
16.77651787,No,51,1,1,0,62.54823852
20.8725338,No,29,6,1,0,62.54823852
22.59277344,No,39,6,1,0,62.54823852
18.05262947,No,57,0,0,0,34.66444985
16.80421257,No,53,2,0,0,34.66444985
24.94441223,No,75,0,0,0,34.66444985
29.22674561,No,45,6,0,1,34.66444985
14.65725803,No,36,3,0,0,34.66444985
10.89475632,No,42,0,0,0,34.66444985
10.76399899,Yes,65,6,0,0,104.5412651
16.01132584,Yes,67,0,1,1,104.5412651
11.16523647,Yes,76,0,0,0,104.5412651
14.38974285,Yes,63,2.839874744,0,0,104.5412651
24.92373276,Yes,75,0,1,0,104.5412651
19.34213829,Yes,63,0,0,0,104.5412651
14.11143589,Yes,59,0,1,1,104.5412651
29.19748306,Yes,63,0,1,0,104.5412651
12.11380386,Yes,40,2,0,0,104.5412651
41.18785095,Yes,69,0,1,0,104.5412651
24.66247749,Yes,58,0,1,0,69.58324079
12.4227581,Yes,51,2,0,1,69.58324079
34.88399887,Yes,46,2,0,0,69.58324079
18.10506821,Yes,39,2,1,0,69.58324079
13.98001194,Yes,35,6,0,0,69.58324079
14.71917629,Yes,43,2,0,0,60.07141689
13.47783566,Yes,56,0,0,0,60.07141689
19.68822289,Yes,47,2,0,0,60.07141689
14.37541676,Yes,48,0,0,0,60.07141689
10.73222637,No,39,5,0,0,72.80421841
19.70549965,No,48,2,0,1,72.80421841
31.67192078,No,29,4,0,0,72.80421841
21.90146065,No,63,2,0,1,72.80421841
17.38697433,No,51,1,0,1,72.80421841
17.07789421,No,37,0,1,0,72.80421841
28.99132538,No,46,1,0,0,72.80421841
10.36889362,No,70,0,0,1,72.80421841
24.05384064,No,57,4,0,0,72.80421841
17.23160744,No,29,4,0,0,72.80421841
45.0699234,No,62,1,0,0,72.80421841
18.21438026,No,37,6,0,0,72.80421841
35.12532425,No,69,0,0,0,72.80421841
30.27627945,No,76,0,0,0,72.80421841
18.14880562,No,37,6,0,0,72.80421841
15.89754009,No,42,2,1,0,72.80421841
16.53628731,No,64,1,0,0,72.80421841
30.26198769,No,39,3,0,0,72.80421841
12.51369762,No,41,3,1,0,72.80421841
40.51387787,No,43,1,1,0,72.80421841
19.31735229,No,37,1,1,0,72.80421841
33.73119354,No,57,0,0,0,72.80421841
16.45100784,No,23,6,0,0,72.80421841
15.78561783,No,49,1,0,0,72.80421841
19.84197235,No,46,3,0,0,72.80421841
19.1176548,No,46,3,0,0,72.80421841
31.80597115,No,47,1,0,0,72.80421841
13.76321888,No,53,2,1,0,72.80421841
14.372118,No,75,0,0,0,72.80421841
18.77553558,No,54,1,0,0,72.80421841
15.49374771,No,56,4,0,0,72.80421841
24.45739937,No,57,1,0,0,72.80421841
19.97378731,No,37,4,0,0,72.80421841
12.04174519,No,49,0,1,0,72.80421841
9.495167732,No,45,6,1,0,72.80421841
21.65698814,No,63,2,0,0,72.80421841
13.51439953,No,70,3,0,0,72.80421841
43.83741379,No,59,3,0,1,72.80421841
14.66529083,No,80,1,0,0,72.80421841
43.13193893,No,39,3,0,0,72.80421841
51.10176468,No,77,0,0,1,72.80421841
11.97696114,No,61,2.839874744,0,0,72.80421841
20.92939568,No,67,3,1,0,72.80421841
15.78753757,No,39,6,0,1,72.80421841
13.71276569,No,62,1,0,0,72.80421841
19.77885818,No,41,3,0,0,72.80421841
20.33960152,No,49,2,0,0,72.80421841
35.27807999,No,75,1,0,1,72.80421841
23.25481987,No,66,3,0,0,72.80421841
17.74776077,No,52,3,0,0,72.80421841
16.61253166,No,45,2,0,0,72.80421841
13.93820286,No,35,6,0,0,72.80421841
17.48514175,No,35,6,0,0,72.80421841
26.41823959,No,29,8,1,0,72.80421841
28.45051765,No,57,0,0,0,72.80421841
13.55463028,No,39,6,0,0,72.80421841
16.45775032,No,74,1,1,0,72.80421841
12.32355213,No,49,2,1,0,72.80421841
12.67172337,No,45,3,0,0,72.80421841
30.38105202,No,46,0,0,0,72.80421841
14.14932728,No,71,2,1,0,72.80421841
45.60325241,No,37,2,0,0,72.80421841
13.22849083,No,32,6,0,0,72.80421841
40.88335419,No,48,4,0,1,72.80421841
38.99611664,No,44,0,0,0,72.80421841
19.71060371,No,60,2,0,0,72.80421841
35.20869446,No,32,6,0,1,72.80421841
18.0810051,No,43,3,0,1,72.80421841
9.788831711,No,59,2.839874744,0,0,72.80421841
17.71483421,No,36,3,0,0,72.80421841
12.68185616,No,56,3,0,0,72.80421841
21.63432312,No,62,0,0,0,72.80421841
34.39783096,No,66,0,0,0,72.80421841
28.94503593,No,43,2,0,0,72.80421841
26.13941956,Yes,50,0,0,1,67.84936514
13.11207676,Yes,46,1,0,1,67.84936514
15.75894356,Yes,39,3,0,0,67.84936514
22.95275688,Yes,35,3,0,1,67.84936514
26.55525589,Yes,43,2,0,1,67.84936514
20.15091896,Yes,43,1,0,1,67.84936514
26.88377571,Yes,68,0,1,0,67.84936514
21.06339264,Yes,36,2,1,0,67.84936514
17.57299614,Yes,62,0,0,0,67.84936514
11.9948101,Yes,51,1,0,0,67.84936514
23.72724533,Yes,62,0,1,1,67.84936514
23.42846298,No,27,6,0,0,49.39297241
39.67687225,No,33,2,0,0,49.39297241
18.68699074,No,29,3,0,0,49.39297241
15.35695267,No,52,0,0,0,49.39297241
11.57344913,No,81,0,0,0,49.39297241
19.95303726,No,29,6,0,0,49.39297241
14.24020576,No,42,6,0,0,49.39297241
15.65764046,No,53,6,0,0,49.39297241
42.81840897,No,53,0,0,0,49.39297241
14.48848343,No,39,6,0,0,49.39297241
20.08214188,No,62,0,0,0,49.39297241
25.96610832,No,37,6,0,0,49.39297241
16.55285263,No,65,0,0,0,49.39297241
14.19368076,No,36,5,0,1,49.39297241
19.77645493,No,35,6,0,1,49.39297241
10.58209038,No,40,9,0,0,49.39297241
29.63315201,No,60,0,0,0,49.39297241
15.71188641,No,39,9,0,0,49.39297241
13.25422192,No,26,6,0,1,49.39297241
18.9848938,No,24,6,1,0,49.39297241
12.01651859,No,49,0,0,0,49.39297241
17.77762985,No,78,0,0,0,49.39297241
25.34617996,No,41,0,0,0,49.39297241
17.34939957,No,34,9,0,0,49.39297241
32.51631546,No,42,0,0,1,49.39297241
11.00480175,No,38,3,0,0,49.39297241
19.23782921,No,58,1,0,0,49.39297241
25.18214989,No,26,8,0,0,49.39297241
9.805973053,No,27,6,0,0,49.39297241
22.55957031,No,30,8,0,1,125.9602792
15.84287548,No,71,0,0,1,125.9602792
14.77763462,No,58,1,1,1,125.9602792
14.37433052,No,47,3,0,1,125.9602792
19.32322502,No,60,0,0,1,125.9602792
43.40114975,No,75,0,0,1,125.9602792
10.97208786,No,50,2,0,1,125.9602792
31.7363205,No,59,3,0,1,125.9602792
24.98921967,No,56,1,0,1,125.9602792
26.53534508,No,63,1,0,1,126.8546743
24.85144806,No,69,0,1,1,126.8546743
42.01080322,No,65,4,0,1,126.8546743
29.00531006,No,67,4,0,1,126.8546743
35.66414261,No,53,3,1,0,126.8546743
16.24252892,No,38,3,0,1,126.8546743
13.88596439,No,39,3,0,1,126.8546743
16.79546928,No,65,1,0,1,126.8546743
24.88317871,No,74,0,0,1,138.6725247
21.47038269,No,56,0,0,1,138.6725247
40.23068237,No,33,3,0,1,138.6725247
23.04862595,No,57,1,0,1,138.6725247
18.31729889,No,55,2,1,0,138.6725247
17.63456726,No,50,1,1,1,138.6725247
16.83219147,No,59,2,0,1,138.6725247
25.8967247,No,78,0,0,1,138.6725247
12.91043758,No,35,2,0,1,138.6725247
20.35136223,No,69,2,0,1,138.6725247
21.20625496,No,38,9,0,1,138.6725247
15.20722961,No,49,3,1,1,138.6725247
16.98838425,No,48,3,1,0,138.6725247
10.0117836,No,64,0,0,1,138.6725247
9.483517647,No,32,4,0,1,138.6725247
19.02373886,No,40,6,0,1,138.6725247
23.37530327,No,56,2,0,1,138.6725247
11.20807266,No,52,2,0,1,138.6725247
35.29730988,No,58,1,1,1,138.6725247
24.64422798,No,65,2,1,1,138.6725247
12.59444046,No,58,3,0,1,138.6725247
13.24985695,No,38,3,0,1,138.6725247
18.42545891,No,58,2,0,1,138.6725247
34.31991577,No,28,6,0,1,138.6725247
45.74533463,No,55,0,0,1,138.6725247
40.53268051,No,73,3,1,0,138.6725247
14.09703922,No,56,9,0,1,138.6725247
31.55415726,No,43,6,0,1,138.6725247
16.19731712,No,48,4,0,1,138.6725247
67.37293243,No,80,1,0,1,138.6725247
13.2976141,No,58,1,1,1,138.6725247
11.21637344,No,38,5,0,1,138.6725247
14.87766933,No,51,0,1,0,138.6725247
28.98427773,No,55,1,0,1,138.6725247
32.50872421,No,30,6,0,1,138.6725247
21.13284874,No,50,0,0,1,138.6725247
13.6677742,No,68,1,0,1,138.6725247
13.82385254,Yes,65,0,1,0,140.1457448
28.39588928,Yes,30,2,1,0,140.1457448
17.80935478,Yes,46,0,1,0,140.1457448
50.06303406,Yes,59,0,1,1,140.1457448
27.89800835,Yes,53,0,0,1,153.092714
13.95710468,Yes,65,0,1,0,134.2789291
10.23496151,Yes,68,2,1,0,134.2789291
16.77939415,Yes,53,2,0,1,151.4852116
37.02413177,Yes,67,0,0,1,151.4852116
38.04946136,Yes,63,0,1,0,151.4852116
21.8653698,No,60,0,1,0,152.2078599
13.73328686,No,59,6,0,1,152.2078599
27.81132889,No,66,0,0,1,152.2078599
41.76422882,No,74,0,1,0,152.2078599
19.69828224,No,57,0,0,1,152.2078599
26.07443047,No,77,0,0,1,152.2078599
15.46976757,No,73,0,0,1,152.2078599
16.8560276,No,31,6,0,0,152.2078599
24.046978,No,54,0,1,0,152.2078599
14.24988556,No,71,0,0,0,152.2078599
37.53774643,No,88,0,1,1,152.2078599
